,AL1,AL2,AL3,AL4,AL5,AL6,AL7,AL8,AL9,AL10,AL11,AL12,AL13,AL14,AL15,AL16,AL17,AL18,AL19,AL20,AL21,AL22,AL23,AD1,AD2,AD3,AD4,AD5,LL1,LL2,LL3,LL4,LL5,LL6,LL7,LL8,LD1,LD2
Cre16.g674000.v5.5,3.81112,2.8554,4.43273,4.14061,4.33718,4.64044,2.53446,5.49785,3.18908,3.97846,4.20526,3.4407,2.2486,5.35288,3.95903,2.5545,3.04502,3.23758,4.5437,3.72529,3.71714,2.58398,3.90525,2.7076,2.91731,3.15753,5.27531,3.45213,3.43353,5.37364,5.14914,6.22304,6.93065,4.46781,4.15887,6.12558,9.24494,8.75068
Cre16.g674050.v5.5,8.45155,8.22155,8.71228,11.536,11.777,10.9644,14.2595,15.9412,9.15437,9.55539,10.7165,10.6168,13.2619,14.8798,11.7309,13.9453,13.7971,13.6978,12.4796,12.8883,12.9548,12.4215,10.1845,18.2869,17.4723,17.7473,10.841,11.5973,7.45992,6.27973,5.74033,10.0195,8.67873,10.4385,9.07287,9.53851,7.24558,6.2198
Cre16.g674065.v5.5,0.184217,0.158328,0.225321,0.0387282,0.01,0.0889047,0.0203551,0.01,0.175324,7.10939,0.171996,0.163373,0.278075,0.186916,0.257608,0.110539,0.172215,0.0915527,0.0418485,0.207779,0.0982025,8.41032,7.21425,6.06908,3.54088,6.44925,2.44928,1.26969,1.13973,0.293505,0.421011,0.33822,0.0891993,0.877729,2.27025,1.41873,0.01,0.034184
Cre16.g674100.v5.5,3.18348,2.83611,2.98796,2.19962,2.67603,2.88917,2.59423,1.92403,3.10648,1.98118,2.35668,2.8905,2.77958,3.28717,2.22,2.7274,3.89569,3.27366,3.17372,2.48904,2.38059,2.47084,2.65328,2.33396,2.37964,2.41694,2.94458,3.85048,1.0709,0.915309,0.930996,1.09363,0.746677,1.32721,2.42261,1.07512,1.05938,1.21694
Cre16.g674150.v5.5,12.9927,10.1023,12.1625,8.38342,8.90675,10.4112,9.96818,7.84039,10.357,13.3231,11.2985,6.89494,7.87995,6.65374,8.57029,8.50234,7.33368,8.37617,7.15613,8.35778,9.18046,14.1899,17.684,11.0232,11.245,12.2653,15.7392,20.8126,4.42825,5.04353,2.49278,4.14599,3.44753,4.58205,4.67495,4.68188,11.699,11.3952
Cre16.g674151.v5.5,0.432351,0.228823,0.601535,0.630198,0.359049,0.298379,0.0310523,0.01,0.67447,0.162481,0.429359,0.498461,0.399292,0.285147,0.0374276,0.539618,0.0656853,0.628553,0.127682,0.259321,0.524339,0.01,0.104318,23.0213,22.7056,13.5035,1.75056,0.182317,0.25171,0.0138583,0.152477,0.0950879,0.0867791,0.0459787,0.0177845,0.106657,0.01,0.0521445
Cre16.g674152.v5.5,1.41955,1.65828,1.41074,1.60779,1.45368,1.51646,2.09421,0.652299,1.11448,1.7302,1.6087,0.947846,0.9079,1.10703,1.5444,1.49641,1.28225,1.39433,1.44462,1.91778,1.39587,1.90372,1.11085,1.47506,1.54365,0.709681,1.43383,0.788649,0.452667,0.29189,0.121541,0.495701,0.920069,0.65118,0.469839,0.448804,1.43062,1.38827
Cre16.g674178.v5.5,0.581132,1.23026,0.519773,1.16471,1.08586,0.473977,1.29388,1.61678,0.750263,1.52876,1.15422,1.81855,1.61016,0.958177,0.251536,1.26929,0.97122,1.78365,0.600671,0.851996,0.906138,0.671896,0.747819,0.960975,1.4275,0.500032,0.633517,0.85773,0.826478,0.0749299,0.01,0.10397,0.0465773,0.0618062,0.148565,0.195657,0.0628031,0.01
Cre16.g674200.v5.5,7.55253,5.54458,7.36224,6.52979,5.24335,7.15287,6.42632,5.05599,7.11628,6.77937,5.36111,7.76453,5.72005,6.26601,8.82844,7.35493,4.45821,4.66243,5.18537,5.83468,7.3342,9.91866,9.47896,3.0626,3.87098,4.84272,2.32235,9.3821,6.39391,6.76869,6.98686,8.76441,6.38484,7.40938,7.32181,6.30202,3.27531,3.24898
Cre16.g674250.v5.5,80.473,86.1613,63.1468,110.733,108.524,83.4122,118.95,161.528,79.5409,110.02,105.788,175.725,153.263,141.005,128.067,244.099,221.346,214.877,138.033,115.532,196.407,130.761,67.3374,52.9385,66.3277,28.3,31.955,49.4901,57.3647,40.6764,50.2188,48.2038,51.7343,50.0681,52.7602,44.1266,30.1354,29.1218
Cre16.g674291.v5.5,2.62833,2.00357,2.45079,3.51773,3.66032,3.67122,2.33052,5.31625,3.17684,5.02004,3.98622,3.29566,5.36867,8.04307,12.0412,12.656,12.0768,9.15434,8.25713,5.13278,6.27764,6.97183,4.60184,5.43733,5.24052,5.22037,5.65901,2.61095,1.08824,1.00809,0.449012,0.813175,1.27187,1.33347,3.30389,1.69949,4.86331,5.12718
Cre16.g674300.v5.5,10.0769,6.17463,5.83513,12.7461,18.9442,20.1612,13.411,30.8231,15.8921,17.916,25.0397,24.8733,34.3171,26.7757,34.5498,30.4521,23.9876,31.4427,35.461,25.1362,49.9006,15.519,10.0615,10.606,10.3054,6.1212,6.01312,16.2547,4.24053,18.5089,60.5266,17.5658,29.897,21.2623,7.8754,24.1391,36.8468,37.9294
Cre16.g674350.v5.5,11.4646,13.6472,9.15157,13.2313,11.0028,14.6182,13.028,13.2302,13.714,14.0228,13.0935,17.6862,18.8707,11.9735,13.322,14.3668,12.6754,16.0227,17.0199,12.1097,17.9352,18.5787,13.0729,22.3818,20.2857,17.6539,16.8424,19.285,14.1799,17.5128,13.3117,16.5692,14.6587,15.6843,10.1688,16.0332,18.7698,19.6045
Cre16.g674400.v5.5,23.165,17.5861,16.7847,18.0685,12.8679,14.971,18.6408,11.2563,15.837,8.44356,10.6859,12.505,17.2634,20.8219,24.6141,19.3393,18.0106,17.7728,19.448,17.6565,17.181,10.6744,18.1325,79.5593,59.3246,56.4667,35.7161,27.8541,74.0689,51.8288,67.8528,46.1782,54.2036,49.7171,53.4904,47.1995,43.4522,40.1754
Cre16.g674403.v5.5,11.0927,16.1927,15.2905,14.326,18.6681,13.8863,21.97,15.2494,14.0404,10.2624,10.7569,10.8435,11.4938,13.19,13.5457,18.8535,17.2479,13.0476,12.1403,13.4035,12.9782,12.5989,14.5264,11.707,10.6447,11.654,13.8588,20.4701,9.30597,6.12302,4.90237,6.31659,4.36447,6.76726,20.3428,7.2901,7.6873,9.20842
Cre16.g674515.v5.5,10.1685,8.66706,9.53607,9.51263,9.04188,9.32031,7.27515,6.94271,11.2761,5.02751,6.24936,5.74694,6.38735,7.17007,6.34555,4.38752,5.71607,7.36034,8.01689,7.87929,6.99269,3.95151,8.39812,3.21873,8.93295,5.30946,5.65639,3.6919,13.5713,14.058,19.7576,17.6639,19.2981,12.4152,19.7111,15.3304,9.07669,7.77356
Cre16.g674534.v5.5,22.2019,21.813,20.1421,20.0498,15.5387,24.898,13.7234,16.0818,20.245,31.761,31.7535,19.8441,21.8346,16.5177,19.6884,10.4999,12.4577,17.4316,19.076,20.2612,18.4954,23.739,25.5712,31.5328,24.9981,27.4888,22.5876,32.2128,4.82274,8.73018,0.511206,7.15122,3.58768,5.66357,1.297,6.64145,11.4122,10.8695
Cre16.g674550.v5.5,3.35318,3.73395,3.79323,5.32958,4.2307,3.21718,3.42032,3.10139,3.42527,3.23416,3.18827,3.85562,3.42795,2.64675,2.5322,3.22787,3.27848,4.04757,3.35794,3.09081,3.46094,3.48852,3.94488,1.93187,2.37194,1.9181,4.27705,2.64157,1.28654,1.75705,2.4619,1.7339,1.98191,1.84651,1.98042,1.79819,1.86034,1.85017
Cre16.g674600.v5.5,3.73899,3.78722,3.20013,3.65649,5.62398,3.97352,2.78406,5.92061,6.63327,1.86396,2.22281,4.18504,4.38649,3.7241,2.29876,3.2857,5.14681,3.94399,3.1098,4.10925,2.90843,2.9555,3.62087,2.2965,2.49488,2.00886,2.92298,2.22005,4.70416,3.93485,8.48521,4.59356,3.78368,4.61118,6.45619,2.78571,2.63917,1.91438
Cre16.g674627.v5.5,11.9793,17.0478,12.778,15.424,11.2333,12.4511,14.2823,11.3562,13.7044,16.8822,11.632,11.7065,9.35766,11.7852,10.1974,8.28557,7.34047,13.1583,12.6769,11.0439,13.9054,12.196,13.4563,39.5857,36.1232,17.6937,10.4468,7.28254,17.1874,8.93485,4.52395,5.57357,9.42137,9.83633,23.6652,10.4254,7.46597,8.13905
Cre16.g674700.v5.5,12.5812,10.451,13.5305,14.3871,15.6631,9.21813,17.5193,27.129,9.714,12.5436,12.232,15.9396,17.7223,18.7495,20.1641,20.9323,20.3159,18.5808,13.3485,14.498,12.7277,16.9325,11.0032,22.0413,19.6369,16.9934,11.3712,6.67763,10.4021,5.22399,8.29621,6.12318,5.014,6.05263,6.64048,5.64105,6.75144,6.0752
Cre16.g674739.v5.5,3.92585,4.9896,4.67758,4.80707,6.13487,4.68773,4.38102,4.89346,4.28045,5.51278,5.5662,3.4763,2.607,4.66333,5.51801,4.54423,3.91187,3.71605,4.02045,3.95301,4.79037,5.22636,7.11273,7.39935,6.25738,6.60995,8.76124,2.6032,3.58488,2.13965,2.28884,2.45912,3.05212,3.22747,6.1759,2.7662,3.29645,3.23191
Cre16.g674800.v5.5,10.9494,9.85991,9.09553,12.473,9.52,9.70578,8.54273,13.287,9.10917,12.0453,10.0784,11.4275,9.79498,10.7527,7.32953,12.5156,9.59754,11.9401,12.639,8.5571,9.78998,12.7096,11.712,10.922,10.0436,10.4723,11.6264,7.98779,17.132,12.138,8.14447,9.36902,10.7213,8.20483,9.14397,9.38863,7.96972,6.70391
Cre16.g674890.v5.5,15.2334,18.3411,15.0051,13.1738,20.134,18.8704,13.585,16.6262,16.1958,25.5348,19.8921,15.0445,10.8042,15.8057,14.4883,13.2899,13.0091,10.9684,15.6619,15.5504,13.6911,15.8648,18.0764,14.4217,13.0947,14.5412,11.0187,14.9342,7.51997,5.26259,8.21411,6.62571,6.92214,6.20433,5.87831,8.84926,12.5271,14.0091
Cre16.g674938.v5.5,9.25284,13.2056,18.1539,10.9874,9.12671,8.45069,16.585,4.70018,9.5877,13.3735,12.0069,9.22085,10.3487,4.72152,5.19376,11.8636,10.7097,11.2125,8.96215,11.6516,7.43326,18.7445,10.7114,54.1778,44.7008,31.5922,49.7055,17.355,3.06578,1.40049,1.74954,1.32905,1.11601,1.69377,5.23698,1.69808,1.49846,1.48797
Cre16.g674950.v5.5,9.06144,8.20313,8.31778,7.87691,5.146,8.18767,6.35906,6.77115,10.245,8.62171,7.12366,6.72162,4.63119,8.8199,7.06583,4.42455,5.21912,7.44855,8.44346,5.91628,8.30893,8.19742,11.2007,6.21484,4.78492,6.18925,6.60639,4.71531,6.22704,8.50824,7.33621,10.4064,11.4972,9.90004,11.8251,8.97215,12.0614,10.679
Cre16.g674964.v5.5,16.8691,14.9787,14.8389,19.2509,28.7743,18.1524,16.1419,38.451,16.1477,40.338,24.6282,23.1884,17.7732,29.2621,24.0627,41.1091,35.674,34.4666,28.3039,18.1467,32.6721,53.6876,31.1237,18.0912,20.3938,12.3799,9.01096,23.0113,7.99157,4.31413,7.84017,4.92248,7.52974,5.92385,10.4581,8.3803,7.98527,6.88594
Cre16.g675000.v5.5,1.1476,1.55591,1.80575,1.51011,0.297821,1.21999,1.96898,1.77375,1.26895,1.70713,1.33663,0.472525,1.50876,0.683283,1.98689,0.845464,1.40444,1.23579,1.69455,1.95455,2.04346,2.2421,1.51266,0.92249,1.7011,1.53591,1.48923,1.61303,1.38059,2.23394,2.34692,3.04866,2.48441,4.04597,1.71242,2.42179,2.30834,1.73015
Cre16.g675076.v5.5,1.62104,1.12207,1.37604,1.66137,1.59511,1.46197,0.861066,2.53161,0.971926,2.30036,2.04953,2.12755,2.45597,2.42221,0.760117,2.29192,2.38563,1.93646,1.47108,1.71063,1.57976,2.14754,0.801264,0.558456,0.500603,0.232441,0.341821,1.05019,0.679871,1.32441,0.633999,0.877374,1.26737,1.03983,0.892652,0.652716,0.492768,0.590641
Cre16.g675100.v5.5,2.62914,4.06227,7.00169,2.11338,0.820554,1.75192,6.60905,1.50064,3.14751,2.82531,0.967016,1.26652,1.26947,1.48749,1.58426,1.35386,1.16164,1.08245,1.47169,3.67072,1.11643,2.99673,4.11161,6.31541,7.21952,6.41613,4.10728,4.2839,2.42033,2.3613,0.9867,3.31939,2.31793,7.95624,4.50908,7.33947,15.4994,15.0789
Cre16.g675150.v5.5,2.18422,2.60375,2.22073,2.06003,2.61809,2.25542,2.40101,2.67513,2.40253,2.24424,2.01442,2.28927,2.19965,2.40905,2.45525,2.65399,2.30505,2.09659,2.04366,2.35655,2.12572,2.28436,2.40742,2.95272,2.83166,3.06979,2.71807,2.78034,1.38999,0.827742,1.34717,1.02519,0.948885,1.07732,1.16317,1.1354,2.18468,2.50235
Cre16.g675188.v5.5,6.77215,3.86928,7.57139,3.22494,4.35379,4.58677,3.03993,3.44942,5.81632,2.63902,3.65135,3.01026,3.19819,5.45612,3.89722,3.36172,5.37808,3.10771,5.17035,4.28248,4.93313,3.92976,5.10623,4.80395,3.81333,4.56869,8.98807,3.20453,4.81358,5.57898,8.88138,7.81044,6.98133,8.58553,5.99313,6.87718,6.15469,5.80099
Cre16.g675246.v5.5,16.0054,17.2143,14.0524,14.444,17.9265,19.838,10.3718,12.5087,16.6533,26.7677,18.7562,13.6017,16.8787,11.4092,16.2776,11.7812,11.5179,14.7246,13.8159,14.1157,13.6042,26.9868,28.1167,12.5868,11.1873,13.6413,5.05976,21.9787,4.43211,3.33811,2.95756,2.8753,3.31321,2.85066,5.23236,2.94191,12.5512,11.3576
Cre16.g675300.v5.5,7.63349,7.35043,9.67165,8.7345,8.50956,9.36444,6.8296,8.51439,7.88805,8.0344,11.1727,9.21331,9.88644,9.64509,16.6906,7.91901,8.32857,8.28326,11.2717,7.91123,10.4301,5.58559,7.39469,8.99005,7.56574,8.50821,12.0703,11.4755,7.09881,9.03349,8.30584,6.98995,7.09298,4.73592,5.61489,8.32926,24.7943,26.119
Cre16.g675301.v5.5,5.01507,3.7891,4.22689,3.52777,5.46959,3.00702,4.10345,3.38511,3.56857,4.71176,3.43231,3.68558,3.66412,3.76811,4.83602,3.26831,4.14702,3.28131,4.31194,2.68656,4.12438,3.5781,4.82485,7.16457,8.20019,8.52049,5.68422,5.05257,3.42374,4.33984,4.09494,3.8508,3.7785,3.60779,2.98919,3.2173,5.48882,6.62296
Cre16.g675350.v5.5,3.97294,3.37932,3.33136,2.20555,2.2278,3.39393,2.43944,2.82362,3.15329,4.20757,2.56375,2.89929,4.52457,2.41262,3.64656,2.64257,2.06117,2.67852,2.99871,2.67161,3.44159,3.16142,3.40216,4.76601,3.58308,5.19568,7.34632,3.90748,3.33493,3.08531,3.34471,3.26793,3.44821,3.10932,4.06328,3.90414,7.87903,7.39139
Cre16.g675400.v5.5,13.0919,14.1181,13.8552,14.3428,12.1557,11.5356,13.6214,8.0248,9.88572,10.3963,12.0451,8.41277,10.4017,5.46582,5.99811,6.27903,6.95089,8.14458,6.82535,7.84198,6.92431,8.0074,6.95454,15.1868,17.7573,10.3715,21.2292,9.14446,1.92982,2.18391,1.56424,0.852595,1.22673,0.993752,1.9181,1.0384,3.59312,4.24629
Cre16.g675413.v5.5,0.902077,1.00661,0.848375,0.853866,1.11457,1.0132,0.982895,1.42148,0.863994,1.03356,1.10705,1.09799,1.26475,1.43657,1.5542,1.23573,1.00937,1.76971,0.896672,0.985452,1.23504,1.26343,1.91819,0.341999,0.27582,0.473212,0.740001,0.881301,0.462887,1.02463,0.928487,1.14913,0.815657,0.706122,0.637246,0.637015,1.12247,1.27916
Cre16.g675450.v5.5,13.0111,11.3288,11.2534,13.8404,6.95149,10.747,14.2545,5.47519,10.1559,17.3798,12.0994,7.63259,10.9799,10.8813,7.64537,8.41381,10.9456,10.1118,11.3929,11.642,13.3674,16.2704,13.8139,33.0572,31.4627,27.6093,11.94,16.268,11.6708,16.4482,12.3268,15.7335,13.0314,16.618,11.7417,11.7408,11.0336,8.89868
Cre16.g675500.v5.5,8.69636,4.57072,5.85656,7.05182,6.61351,7.35464,6.70346,4.97279,9.16761,5.2075,7.10014,9.91592,9.37702,9.13893,10.0928,8.84615,9.824,7.35798,10.207,8.93777,9.21655,6.19972,4.99587,6.61083,5.69326,8.55105,5.80381,9.06679,10.1555,17.8371,20.8302,18.9616,14.8634,14.4831,10.0893,11.7601,8.12504,9.14403
Cre16.g675550.v5.5,89.4424,56.986,62.6056,72.0856,39.5732,70.9882,66.6865,85.7825,61.5058,97.5966,99.058,73.2425,59.4249,66.8829,73.7136,65.0955,54.2495,79.4384,105.97,52.138,173.834,23.2357,39.2864,49.6619,81.8383,25.9754,0.720164,17.5509,180.161,315.803,126.951,292.721,226.411,166.279,129.964,223.222,104.073,93.5909
Cre16.g675602.v5.5,30.6338,33.8548,34.9803,35.125,22.1661,25.1841,35.6039,40.8759,31.5576,26.3708,23.3533,34.4854,31.8361,34.8963,32.5609,22.8369,24.7029,28.0932,39.8305,25.5701,41.3739,22.6817,20.6327,57.7065,46.7833,47.4235,15.1574,20.6412,43.4255,32.2908,33.1854,31.5516,35.3864,29.728,46.5237,34.7162,25.0756,21.7951
Cre16.g675637.v5.5,155.865,153.333,144.953,136.339,149.044,124.411,161.299,123.636,141.592,103.06,140.327,190.473,162.761,173.242,137.395,161.948,147.803,133.107,131.768,143.668,157.458,68.5271,72.9935,190.191,179.769,183.27,111.26,89.2066,223.203,188.397,269.559,176.438,192.466,181.934,203.695,169.867,106.704,97.8436
Cre16.g675650.v5.5,163.47,155.278,128.327,280.136,207.717,232.516,257.992,309.278,197.029,286.038,200.885,393.59,372.875,326.405,343.159,505.647,443.578,453.925,345.757,283.089,436.599,389.806,277.546,148.401,169.566,95.461,136.675,121.213,99.5353,67.5457,100.213,142.739,142.493,132.511,111.661,140.899,120.252,112.907
Cre16.g675700.v5.5,3.38393,4.01949,2.92792,4.5398,3.84481,4.34116,4.22599,4.85297,3.77649,7.42619,5.50795,7.69457,6.63645,4.95489,4.87502,8.19481,5.61368,6.62129,5.85437,5.34113,5.45436,8.19148,5.70722,2.06709,1.76115,2.24501,1.41561,2.3514,2.66973,2.54281,1.20474,2.66604,1.57291,1.83262,1.86137,2.89021,3.79401,4.22379
Cre16.g675749.v5.5,19.2292,24.4409,18.1041,19.7922,25.2843,19.4722,19.1897,15.1213,17.3489,13.5021,18.91,24.6699,21.1875,21.6932,18.3401,21.6842,26.4484,13.9515,14.0476,26.078,12.8584,10.7912,6.34899,35.8146,26.8037,39.943,9.45708,4.69484,5.92196,5.57336,4.31328,6.33061,5.6097,5.62331,5.48185,7.54263,9.55177,9.27607
Cre16.g675750.v5.5,6.11092,5.82295,5.67258,4.19894,6.97729,5.53835,3.4156,6.21817,4.94239,10.1807,6.93153,3.18734,3.18514,3.47267,5.86612,5.31455,4.6369,4.4667,4.84074,3.21036,4.15664,8.51114,9.88858,1.17103,1.41169,1.12394,0.437272,2.54187,0.563883,0.804347,0.305762,0.636234,1.04734,0.460756,1.26558,0.904147,0.772021,0.670088
Cre16.g675850.v5.5,5.81934,4.15005,3.7667,5.75486,6.87548,5.31638,6.46182,6.13442,5.25854,5.09569,4.97078,7.50367,8.19049,6.60708,6.99307,8.0635,7.11489,7.81218,5.69089,8.46307,5.94755,8.31193,5.88119,3.61918,3.05914,4.5125,4.45129,4.54691,2.53531,1.53163,4.27968,2.71974,2.42625,2.49265,3.55647,2.72841,4.84148,4.94109
Cre16.g675861.v5.5,18.2718,15.6548,15.7914,17.1363,20.4117,17.1797,21.7006,33.8617,17.2914,19.8643,16.744,23.7356,19.6918,22.8062,20.9811,25.3534,23.6674,23.4944,22.4725,20.9436,24.4946,23.3562,22.7122,20.412,18.782,14.6117,7.82878,13.7703,16.1053,18.1543,14.1855,20.1398,14.7101,19.0329,11.5479,16.5006,16.8563,17.2716
Cre16.g675950.v5.5,3.86134,3.64592,2.90778,2.03133,4.29062,2.94121,4.10135,3.68779,3.32344,4.08598,3.69658,4.87277,4.58275,3.5868,4.24661,5.49812,5.15531,3.74881,3.22825,4.21922,3.6077,4.38869,3.50645,1.99068,2.49869,2.65303,3.25187,2.98106,0.95608,0.677101,1.18106,0.832328,0.903711,0.910902,1.22025,0.884755,2.63345,2.72238
Cre16.g675958.v5.5,71.9024,94.0405,80.5335,81.7628,86.3023,66.2339,95.5686,81.7977,78.9002,34.5149,41.685,73.0523,65.202,80.9635,62.9084,69.455,60.1101,67.3046,53.3555,87.6618,44.4991,30.8896,29.5463,90.4738,73.0666,98.198,80.3036,73.0415,31.7924,40.4191,46.1189,37.9675,38.94,41.642,23.9197,34.2423,35.5202,32.0593
Cre16.g675973.v5.5,8.69501,5.77354,7.55693,6.0505,3.93016,7.99154,5.48447,5.95095,9.976,6.90306,6.62038,4.83524,5.11128,7.77659,8.08256,3.80429,6.09296,6.42644,7.43815,6.52188,8.39373,7.29557,14.2959,8.8339,10.9252,10.3796,21.0846,9.09847,11.4706,16.0078,16.4385,18.8845,15.6392,15.9433,17.2173,18.3531,11.7901,12.1898
Cre16.g676000.v5.5,1.02147,1.25286,0.790355,0.943861,1.24214,0.640865,0.712681,1.11645,0.863475,2.51577,1.82754,1.00342,1.50755,1.27519,2.19803,1.30905,0.91995,1.04883,0.721836,0.724583,0.619402,2.05974,1.79565,0.693753,0.57476,0.960396,0.30675,1.09212,0.01,0.0727671,0.0987351,0.0567357,0.0712017,0.111815,0.0807666,0.0815327,0.536262,0.563242
Cre16.g676050.v5.5,3.46777,3.19514,4.44678,3.82884,2.91965,3.06797,3.00711,5.55748,2.81963,5.45008,3.27978,4.40862,4.00296,4.29487,2.73912,2.71755,3.25307,3.58785,3.25638,1.89585,4.73439,6.49755,4.65266,2.62937,3.79012,2.57101,2.86169,2.8806,0.720822,1.2553,0.714738,0.748753,1.70681,0.773451,2.06092,1.48925,4.64624,4.37544
Cre16.g676085.v5.5,0.675999,0.993816,1.19756,0.388246,0.564439,0.792914,0.453852,0.454279,0.640326,10.2309,2.6269,0.338854,0.0678542,0.411916,0.22899,0.61903,0.29022,0.356046,0.303795,0.470136,0.381906,10.3644,12.1502,2.01699,2.8132,3.66653,1.41877,1.75049,0.361102,0.171226,0.1984,0.0665903,0.090437,0.0349273,0.122577,0.169346,0.158836,0.159528
Cre16.g676150.v5.5,220.864,329.884,363.352,342.743,289.042,327.701,297.452,533.678,419.212,242.085,340.621,341.861,340.607,448.894,385.213,197.554,211.398,302.046,422.156,310.114,322.773,68.1671,62.578,9.30571,6.40666,14.9769,7.26992,1.94568,5.82124,15.6317,1.94744,3.36034,5.06875,2.84593,4.7598,5.57237,0.821361,0.742012
Cre16.g676197.v5.5,14.2441,14.5098,13.3583,15.9675,14.4276,11.3837,16.4714,13.7361,12.9476,11.1676,13.3473,20.5022,14.3762,20.2092,15.8676,17.4083,17.007,15.0721,13.5784,13.5329,15.2046,11.6071,8.61687,18.4006,21.2345,21.2385,26.7544,8.89969,11.2393,8.11417,12.753,10.1202,12.8423,9.95682,13.9352,12.4355,20.8521,22.4363
Cre16.g676200.v5.5,15.0057,17.7105,19.4484,13.5651,16.1258,14.8211,10.9324,14.8527,14.7981,14.1323,11.8214,7.654,10.1952,8.93988,10.546,7.39209,8.10077,10.241,9.57998,13.6015,9.20841,12.2631,11.4035,15.892,15.0236,14.6531,10.7217,11.3137,3.54042,3.69783,6.42195,4.19345,5.36563,6.6743,5.79564,5.37673,4.28268,4.19531
Cre16.g676250.v5.5,6.76192,6.3776,6.02198,8.57062,7.69755,9.2123,8.46961,8.48229,8.52254,15.2072,7.01067,9.21354,7.61695,6.78643,6.32022,6.67622,7.74144,5.88305,7.88645,8.91548,7.10265,10.8584,7.94743,19.5679,17.4457,17.3403,30.52,9.53839,3.77932,3.97429,5.1471,3.51345,4.10298,3.56834,2.07751,4.41006,5.34897,5.4767
Cre16.g676300.v5.5,3.31474,3.81429,3.48735,3.65352,4.12063,3.79343,4.01929,4.82291,3.42863,3.56603,4.5155,3.63119,3.11768,3.07007,4.32195,3.91049,4.05635,4.1972,3.70114,4.02306,3.49179,3.43029,2.80583,2.8591,2.64307,3.11581,3.55251,2.2,1.5827,0.856988,1.6594,0.86466,0.97774,0.809732,0.858721,0.907226,2.68706,2.61609
Cre16.g676309.v5.5,1.76688,2.02584,1.72062,1.92509,1.79728,2.24491,1.91308,4.10327,1.71943,3.3117,2.69419,3.20254,2.96192,3.27925,2.89769,2.53493,2.80548,2.86816,2.7532,2.302,2.21511,4.13188,4.15604,0.770817,0.571574,0.572898,0.33181,0.973362,3.67566,2.16644,0.277935,1.26082,0.377759,0.792268,1.13236,1.42935,1.78499,1.75636
Cre16.g676314.v5.5,48.0083,54.727,46.5954,52.8003,32.9788,43.5314,45.974,36.8276,37.8643,38.5859,53.1036,43.7172,38.8551,30.5722,27.2208,22.8014,20.8575,29.5687,28.8614,39.6896,33.045,23.2131,32.0576,119.301,107.39,91.5012,103.955,58.6393,43.4139,96.2563,55.1783,70.9724,53.7045,67.1776,28.4022,55.4602,128.76,126.811
Cre16.g676350.v5.5,4.70445,4.45143,6.81087,3.57148,3.53706,3.30378,3.20502,4.03962,3.62418,5.83866,4.40059,3.99371,3.5197,3.47937,4.2904,3.8661,3.30861,2.84554,2.71576,3.04519,2.95164,4.84979,4.15734,26.6757,22.8597,27.9401,35.2104,11.5915,1.3595,1.03702,1.15648,1.50667,1.54645,1.61495,1.96199,2.34302,3.63052,3.25754
Cre16.g676400.v5.5,4.79902,4.5023,4.48436,4.30453,5.74001,4.19433,3.79872,4.24469,4.2976,4.9692,5.28513,4.96477,4.56825,5.44282,4.58664,5.15007,6.08222,4.18179,4.49205,5.47882,4.74191,5.23852,4.32822,4.02905,4.67588,5.38562,6.43601,4.64933,3.17512,2.85423,2.99575,3.0985,3.13457,2.69716,2.68701,3.41294,5.78669,5.25314
Cre16.g676402.v5.5,0.329885,0.969956,0.491756,0.45079,0.171222,0.206967,0.118465,3.82409,0.0887279,1.3947,0.546002,0.01,0.571439,2.71959,13.9931,1.80132,0.01,0.799591,0.974219,0.109886,0.01,0.01,1.19392,6.95521,1.95598,2.98132,6.68074,0.347891,0.01,0.365182,0.01,0.144574,0.243052,0.01,0.154986,0.751532,5.8806,6.96022
Cre16.g676421.v5.5,37.3716,45.7464,43.7555,54.8213,32.9319,38.0543,57.9556,49.8763,34.435,53.8938,40.7835,42.6602,49.1363,31.4309,27.3929,32.3971,32.3121,35.921,32.581,32.8627,47.1723,34.1976,29.7861,4.9588,8.29581,1.85311,12.7662,10.2741,7.26656,10.483,2.72351,10.1111,5.19526,7.47923,5.16996,13.2722,10.6949,10.4574
Cre16.g676450.v5.5,12.0802,12.0351,11.039,11.758,11.2786,10.5527,12.7438,14.6517,12.173,7.96985,8.74334,12.9106,13.973,15.1489,15.4865,11.4142,9.74834,12.0138,15.9714,12.9758,13.4755,7.09591,9.2857,22.5084,20.3208,26.3494,19.7575,13.3494,24.7537,21.41,25.922,38.4186,30.3089,29.7636,18.5296,26.8918,22.4875,21.8702
Cre16.g676500.v5.5,4.05202,4.54902,3.24896,5.83075,6.64402,4.90386,4.05945,6.17395,4.1427,5.77532,4.36947,3.99096,4.85005,4.87791,5.78976,6.91432,6.99489,5.63371,5.26933,4.40391,5.16543,7.2425,6.12899,1.62754,2.10614,1.50535,1.48777,4.17424,1.98328,1.12125,3.35715,1.33957,1.88772,1.0345,2.03601,1.53054,2.43865,2.45761
Cre16.g676533.v5.5,3.47168,3.42082,4.39823,2.34867,3.19339,3.37811,1.77477,3.48843,3.55482,5.31668,3.21449,1.31437,2.10552,3.20712,3.23096,1.49549,1.68942,2.54823,2.77589,1.94788,3.20071,3.88747,7.11048,6.05671,7.056,8.62966,3.11573,11.4445,0.556836,0.55095,0.549753,0.92498,0.80774,1.23657,1.22242,1.46333,3.89287,4.02435
